"","Locus","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"5613","CR_02480W",1.79690387450135,0.736542122279352,1.40074938771522,0.525820056563247,0.599013237826638,0.687418590457582
"5614","CR_02490W",220.930879690245,-2.53052714213845,0.547221719965631,-4.62431780357216,3.7583326639674e-06,4.22977263848261e-05
"5615","CR_02500W",41.4022363140607,0.634792366408323,0.277276806048102,2.28938141439136,0.02205720104461,0.0496654772555891
"5616","CR_02510W",713.414650648856,-0.0842782207287313,0.282922968382654,-0.297883983087385,0.765791712963351,0.82716851972721
"5617","CR_02520W",517.676403226943,-1.34341948027672,0.362910432152763,-3.70179350399943,0.000214080821952372,0.00118604017718606
"5618","CR_02530W",1020.32041548128,-1.50382525321537,0.324431086386947,-4.63526867897537,3.56474160690141e-06,4.0617792909898e-05
"5619","CR_02540W",358.976355119739,1.0777021657924,0.277276589893541,3.8867405510367,0.000101599242553109,0.00064787190952107
"5620","CR_02550C",120.649100542228,0.210208838225585,0.199292195216799,1.05477707241325,0.291527292918135,0.39002035121373
"5621","CR_02560C",250.278374135414,-0.439653933075378,0.248273184165332,-1.77084744191543,0.0765860742926785,0.13416156924837
"5622","CR_02570C",94.996987045234,0.891044135369185,0.350953214032351,2.53892570217934,0.0111193434175571,0.0286103278490514
"5623","CR_02580W",199.331438329987,-0.598368908156846,0.263624038641646,-2.26978128110021,0.0232208568712945,0.0517228461213034
